代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
6569,醫揚,12/30,110,+0.5,+0.46,2025,年,3.961,0,3.961,118.5,3.34,,0,3.34,'25/07/03,,'25/07/31
6574,霈方,12/30,67,-0.5,-0.74,2026,季,0,0,0,,0,,,0,,,
6576,逸達,12/30,80.5,-0.4,-0.49,2025,年,0,0,0,,0,,0,0,,,
6589,台康生技,12/30,61.7,-0.6,-0.96,2025,年,0,0,0,,0,,0,0,,,
6598,ABC-KY,12/30,22,-0.3,-1.35,2025,年,0,0,0,,0,,0,0,,,
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
6612,奈米醫材,12/30,74.9,-0.4,-0.53,2025,年,0.3,1,1.3,108,0.28,108,0.93,1.2,'25/08/22,'25/08/22,'25/09/26
6615,慧智,12/30,31,+0.25,+0.81,2025,年,0.3,0,0.3,34.15,0.88,,0,0.88,'25/06/27,,'25/07/21
6617,共信-KY,12/30,86.4,+0.1,+0.12,2025,年,0,0,0,,0,,0,0,,,
6620,漢達,12/30,86,-1.6,-1.83,2025,年,1.507,0,1.507,85.3,1.77,,0,1.77,'25/07/02,,'25/07/25
6637,醫影,12/30,78,+0.3,+0.39,2025,年,3.627,0,3.627,89.2,4.07,,0,4.07,'25/08/28,,'25/09/26
6645,金萬林-創,12/30,18.05,-0.35,-1.9,2025,年,0,0,0,,0,,0,0,,,
6649,台生材,12/30,46.2,-1.7,-3.55,2025,年,0,0,0,,0,,0,0,,,
6657,華安,12/30,41.75,0,0,2025,年,0,0,0,,0,,0,0,,,
6661,威健生技,12/30,18.6,+0.2,+1.09,2025,年,0,0,0,,0,,0,0,,,
6662,樂斯科,12/30,31.05,-0.15,-0.48,2025,年,1.5,0,1.5,33.8,4.44,,0,4.44,'25/08/07,,'25/09/10
6666,羅麗芬-KY,12/30,44.3,-0.1,-0.23,2025,年,2,0,2,52,3.85,,0,3.85,'25/08/20,,'25/09/19
6703,軒郁,12/30,107.5,-2,-1.83,2025,半年,10,2,12,137,7.3,137,1.46,8.76,'25/09/02,'25/09/02,'25/09/30
6712,長聖,12/30,165,-1.5,-0.9,2025,年,5.121,1,6.121,173,2.96,174.5,0.57,3.53,'25/04/30,'25/06/03,'25/05/22
6730,常廣,12/30,35.3,0,0,2025,年,1,0,1,44.15,2.27,,0,2.27,'25/07/17,,'25/08/15
6733,博晟生醫,12/30,38.35,-0.35,-0.9,2025,年,0,0,0,,0,,0,0,,,
6762,達亞,12/30,185.5,-2.5,-1.33,2025,年,0.3,1.5,1.8,270,0.11,270,0.56,0.67,'25/06/18,'25/06/18,'25/07/23
6767,台微醫,12/30,27.85,-0.1,-0.36,2025,年,0,0,0,,0,,0,0,,,
6782,視陽,12/30,174.5,+1.5,+0.87,2026,半年,0,0,0,,0,,,0,,,
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
6785,昱展新藥,12/30,298.5,-8.5,-2.77,2025,年,0.25,0,0.25,148,0.17,,0,0.17,'25/06/10,,'25/07/04
6794,向榮生技,12/30,89.8,+0.5,+0.56,2025,年,0,0,0,,0,,0,0,,,
6796,晉弘,12/30,94.9,-2,-2.06,2025,年,0.5,1,1.5,80.6,0.62,80.6,1.24,1.86,'25/08/19,'25/08/19,'25/09/19
6838,台新藥,12/30,26.5,-0.35,-1.3,2025,年,0,0,0,,0,,0,0,,,
6841,長佳智能,12/30,69.5,+0.8,+1.16,2025,年,1.022,0,1.022,75.1,1.36,,0,1.36,'25/05/21,,'25/06/13
6844,諾貝兒,12/30,75.6,+0.3,+0.4,2025,年,5.1,0,5.1,100.5,5.07,,0,5.07,'25/07/03,,'25/07/31
6861,睿生光電,12/30,59.9,+1,+1.7,2025,年,1.8,0,1.8,53,3.4,,0,3.4,'25/06/05,,'25/07/09
6872,浩宇生醫,12/30,20.2,-0.25,-1.22,2025,年,0,0,0,,0,,0,0,,,
6875,國邑*,12/30,51.8,-0.6,-1.15,2025,年,0,0,0,,0,,0,0,,,
6885,全福生技,12/30,29.8,-0.15,-0.5,2025,年,0,0,0,,0,,0,0,,,
6918,愛派司,12/30,86,-0.4,-0.46,2025,年,4,0,4,113,3.54,,0,3.54,'25/04/18,,'25/05/19
6919,康霈*,12/30,154,-4.5,-2.84,2025,季,0,0,0,,0,,0,0,,,
6929,佑全,12/30,34.25,+0.75,+2.24,2025,年,0,0,0,,0,,0,0,,,
6931,青松健康,12/30,62.9,+1.1,+1.78,2025,季,0.72,0,0.72,64.7,1.37,,0,1.37,'25/12/22,,'26/01/21
6936,永鴻生技,12/30,36.15,-0.05,-0.14,2025,年,1.687,0,1.687,38.85,4.34,,0,4.34,'25/07/16,,'25/08/21
6949,沛爾生醫-創,12/30,343.5,-8,-2.28,2025,年,0,0,0,,0,,0,0,,,
6955,邦睿生技-創,12/30,149,-1,-0.67,2025,年,1.5,1.5,3,165.5,0.91,193.5,0.78,1.68,'25/03/27,'25/08/25,'25/04/17
7713,威力德生醫,12/30,74.5,0,0,2025,年,3.368,0,3.368,61.1,5.51,,0,5.51,'25/06/03,,'25/07/03
代號,名稱,股價 日期,成交,漲跌 價,漲跌 幅,股利 發放 年度,股利 發放 頻率,現金 股利,股票 股利,合計 股利,除息 價,除息價 現金 殖利率,除權 價,除權價 股票 殖利率,除權息 合計 殖利率,除息 交易日,除權 交易日,現金 股利 發放日
7799,禾榮科,12/30,450,+0.5,+0.11,2025,年,0,0,0,,0,,0,0,,,
8279,生展,12/30,116.5,-0.5,-0.43,2025,年,5,0,5,133.5,3.75,,0,3.75,'25/06/26,,'25/07/25
8403,盛弘,12/30,23.3,0,0,2025,年,0.5,0.5,1,27.4,1.82,27.4,1.82,3.65,'25/08/26,'25/08/26,'25/09/30
8409,商之器,12/30,21.5,-0.1,-0.46,2025,年,0,0,0,,0,,0,0,,,
8432,東生華,12/30,58,-0.2,-0.34,2025,年,2.12,0,2.12,50.7,4.18,,0,4.18,'25/06/16,,'25/07/11
8436,大江,12/30,109.5,-0.5,-0.45,2025,年,10,0,10,135,7.41,,0,7.41,'25/09/05,,'25/09/30
